id,paragraph,tokens
1,CHAPTER XI.,
2," Battle went out hunting as usual the next morning. Tracks of leopards were everywhere in the night's thin snow. He ventured not far into the forest, and returned with only a poor old withered bird, too cold and weak to fly off from his gun.",battle go hunt usual next morning tracks leopard night thin snow venture forest return poor old wither bird cold weak fly gun 
3,"""It's this way, my son,"" he said; ""I've heard the thing before. That howl brings half the forest against me, like blue-flies to meat. So all I does is to keep a weather-eye open, and musket a-cock. One of these days, Mulgar _mio_, Shadow or no Shadow, she shall have a brace of bullets in her vitals, as sure as my name's Battle."" But in spite of his fine words, he crouched gloomy and distracted beside his fire all day, casting ever and anon a stealthy glance over his shoulder, and lifting his eye slowly above the flames, to survey the clustering fringes of the forest around his hut.",way son say hear thing howl bring forest blue fly meat do keep weather eye open musket a-cock day have brace bullet vital sure name spite fine word crouch gloomy distract fire day cast stealthy glance shoulder lift eye flame survey cluster fringe forest hut 
4,"But Nod told Battle nothing of his talk with the old hare. He did not as much as tell him even that his brothers were near, or that he had seen Immanâla. He cleaned his master's gun. He busied himself over his Nano-cakes and nuts, and prevailed on Battle to eat by making him laugh at his antics. The more he thought of leaving him, and of the danger of the coming night, and the stony cruelty of Immanâla's gloating eyes, his heart fell deeper and deeper into trouble and dismay. But each time when it seemed he must run away and hide himself he gulped his terror down, and touched his Wonderstone.",tell talk old hare much tell brother see clean master gun busy cake nut prevail eat make laugh antic more think leave danger come night stony cruelty gloat eye heart fall deep trouble dismay time seem run hide gulp terror touch 
5,"He himself lugged out Battle's Juddie when evening fell. But Battle had no mind for merriment and braveries that night. He picked out idly on the strings old mournful chanties that sailors sometimes sing; and he taught Nod a new song to bray out in his queer voice, ""She's me forgot"":",lugge evening fall have mind merriment bravery night pick string old mournful chanty sailor sing teach new song bray queer voice forget 
6,"    ""'Me who have sailèd        Leagues across      Foam haunted        By the albatross,      Time now hath made        Remembered not:      Ay, my dear love        Hath me forgot.",have sail haunt albatross time have make remember dear love forget 
7,"    ""'Oh, how should she,        Whose beauty shone,      Keep true to one        Such long years gone?      Grief cloud those eyes!--        I ask it not:      Content am I--        She's me forgot.",beauty shine keep true such long year gone grief cloud eye ask content forget 
8,"    ""'Here where the evening        Ooboë wails,      Bemocking        England's nightingales,      Bravely, O sailor,        Take thy lot;      Nor grieve too much,        She's thee forgot!'""",evening wail bemock nightingale sailor take lot grieve forget 
9,"But even between his slow-drawled, shakety notes of deep and shrill Nod listened for the least stir in the forest, and seemed to hear the low, hungry calls and scamperings of Immanâla's hunting-pack, which she had summoned from far and near to the tangled ravine beneath the rock.",slow drawled shakety note deep shrill listen least stir forest seem hear low hungry call scampering hunting pack summon tangled ravine rock 
10,"He got Battle early to bed by telling him he would dress his wounded shoulder, which was angry and inflamed, with a poultice of leaves such as his mother, Mutta-matutta, had taught him to make. ""Now,"" says he, ""it be broad full-moontime, master, and all Munza-mulgar will be gone hunting. But wake not. Nod, Prince of Tishnar, will watch;"" and even as he said it came remembrance of the Pigs to mind.",get bed tell dress wound shoulder angry inflamed poultice leave such mother teach make say broad full moontime master mulgar go hunting wake watch say come remembrance pig mind 
11,"Battle laughed, thinking what wondrous good sense these two-legged monkeys seemed to have, concerning which King Angeca had yet himself often assured him that it is all nothing but a show and pretence, since man alone has wisdom and knowledge, and little remains over for the beasts to share.",battle laugh think wondrous good sense legged monkey seem have concern assure show pretence man have wisdom knowledge little remain beast share 
12,"The warmth and sleepiness of his big poultice soon set him snoring. And in a blaze of moonlight Nod warily opened the door, and stood in the squat black shadow of the hut, looking out over the forest. He had bound himself up tight. He had wound up his Wonderstone in a piece of lead that he had found in the hut to keep it from hopping in his pocket, and had stuck the sailor's sharp sheath-knife down the leg of his breeches.",warmth sleepiness big poultice set snore blaze moonlight open door stand squat black shadow hut look forest bind tight wind piece lead find hut keep hopping pocket stick sailor sharp sheath knife leg breeche 
