id,paragraph,tokens
1,CHAPTER V. RIPPLES,
2,"     ""Our echoes roll from soul to soul,      And live for ever and for ever.""--TENNYSON.",echo roll soul soul live 
3,"Owen and Montagu were walking by Silverburn, and talking over the affairs of the school. During their walk they saw Wright and Vernon Williams in front of them.",walk talk affair school walk see front 
4,"""I am so glad to see those two together,"" said Montagu; ""I really think Wright is one of the best little fellows in the school, and he'll be the saving of Vernon. He's already persuaded him to leave off smoking and other bad things, and has got him to work a little harder, and turn over a new leaf altogether.""",glad see say think good little fellow school save persuade leave smoking other bad thing get work little hard turn new leaf 
5,"""Yes,"" answered Owen; ""I've seen a marvellous improvement in little Williams lately. I think that Duncan gave him a rough lesson the other night which did him good, and dear old Rose too has been leading him by the hand; but the best thing is that, through Wright, he sees less of Eric's _friend_, that young scapegrace Wildney.""",answer see marvellous improvement little think give rough lesson other night do good dear old lead hand good thing see less young scapegrace 
6,"""Yes; that little wretch has a good deal to answer for. What a pity that Eric spoils him so, or rather suffers himself to be spoilt by him. I'm glad Vernon's escaped his influence now; he's too fine a boy to be made as bad as the general run of them. What a brilliant little fellow he is; just like his brother.""",little wretch have good deal answer pity spoil suffer spoil glad escape influence fine boy make bad general run brilliant little fellow brother 
7,"""Just like what his brother _was_,"" said Owen; ""his face, like his mind, has suffered lately.""",brother say face mind suffer 
8,"""Too true,"" answered Montagu, with a sigh; ""and yet, cool as we now are in our outward intercourse, he little knows how I love him, and yearn for the Eric I once knew. Would to God poor Russell had lived, and then I believe that Williams wouldn't have gone so for wrong.""",true answer sigh cool outward intercourse little know love yearn know poor live believe go wrong 
9,"""Well, I think there's another chance for him now that--that--what name is bad enough, for that Brigson?--is gone.""",think be chance name bad gone 
10,"""I hope so. But""--he added after a pause--""his works do follow him. Look there!"" He took a large stone and threw it into the Silverburn stream; there was a great splash, and then ever-widening circles of blue ripple broke the surface of the water, dying away one by one in the sedges on the bank. ""There,"" he said, ""see how long those ripples last, and how numerous they are.""",hope add pause work follow look take large stone throw stream be great splash widen circle blue ripple break surface water die sedge bank say see ripple last numerous 
11,"Owen understood him. ""Poor Williams! What a gleam of new hope there was in him after Russell's death!""",understand poor gleam new hope be death 
12,"""Yes, for a time,"" said Montagu; ""heigh ho! I fear we shall never be warm friends again. We can't be while he goes on as he is doing. And yet I love him.""",time say fear warm friend go do love 
13,A sudden turn of the stream brought them to the place called Riverbend.,sudden turn stream bring place call 
14,"""If you want a practical comment on what we've been talking about, you'll see it there,"" said Montagu.",want practical comment talk see say 
15,"He pointed to a party of boys, four or five, all lying on a pleasant grass bank, smoking pipes. Prominent among them was Eric, stretched at ease, and looking up at the clouds, towards which curled the puffed fumes of his meerschaum--a gift of Wildney's. That worthy was beside him similarly employed.",point party boy lie pleasant grass bank smoking pipe prominent stretch ease look cloud curl puff fume meerschaum gift worthy employ 
16,"The two sixth-form boys hoped to pass by unobserved, as they did not wish for a rencontre with our hero under such circumstances. But they saw Wildney pointing to them, and, from the fits of laughter which followed his remarks, they had little doubt that they were the subject of the young gentleman's wit. This is never a pleasant sensation; but they observed that Eric made a point of not looking their way, and went on in silence.",sixth form boy hope pass unobserved wish rencontre hero such circumstance see point fit laughter follow remark have little doubt subject young gentleman wit pleasant sensation observe make point look way go silence 
17,"""How very sad!"" said Montagu.",sad say 
18,"""How very contemptible!"" said Owen.",contemptible say 
19,"""Did you observe what they were doing?""",observe do 
20,"""Smoking?""",smoking 
21,"""Worse than that a good deal. They were doing something which, if Eric doesn't take care, will one day be his ruin.""",bad good deal do take care day ruin 
22,"""What?""",
23,"""I saw them drinking. I have little doubt it was brandy.""",see drink have little doubt brandy 
24,"""Good heavens!""",good heaven 
25,"""It is getting a common practice with some fellows. One of the ripples, you see, of Brigson's influence.""",get common practice fellow ripple see influence 
26,"Before they got home they caught up Wright and Vernon, and walked in together.",get catch walk 
27,"""We've been talking,"" said Wright, ""about a bad matter. Vernon here says that there's no good working for a prize in his form, because the cribbing's so atrocious. Indeed, it's very nearly as bad in my form. It always is under Gordon; he _can't_ understand fellows doing dishonorable things.""",talk say bad matter say be good working prize form cribbing atrocious bad form understand fellow do dishonorable thing 
