id,paragraph,tokens
1,CHAPTER V.,
2," As we have before said, time passed rapidly; with the exception of one or two excursions after venison, they remained in the cottage, and Jacob never went to Lymington. The frost had broken up, the snow had long disappeared, and the trees began to bud. The sun became powerful, and in the month of May the forest began again to look green.",say time pass exception excursion venison remain cottage go frost break snow disappear tree begin be sun become powerful month forest begin look green 
3,"""And now, Edward,"" said Jacob Armitage, one day at breakfast, ""we will try for venison again to sell at Lymington, for I must purchase Humphrey's cart and harness; so let us get our guns, and go out this fine morning. The stags are mostly by themselves at this season, for the does are with their young calves. We must find the slot of a deer, and track him to his lair, and you shall have the first shot if you like; but, that, however, depends more upon the deer than upon me.""",say day breakfast try venison sell purchase cart harness let get gun go fine morning stag season young calve find slot deer track lair have first shot like depend deer 
4,"They had walked four or five miles when they came upon the slot or track of a deer, but Jacob's practiced eye pointed out to Edward that it was the slot of a young one, and not worth following. He explained to Edward the difference in the hoof-marks and other signs by which this knowledge was gained, and they proceeded onward until they found another slot, which Jacob declared to be that of a warrantable stag--that is, one old enough to kill and to be good venison.",walk mile come slot track deer practice eye point slot young one worth follow explain difference hoof mark other sign knowledge gain proceed find slot declare warrantable stag old kill good venison 
5,"""We must now track him to his lair, Edward.""",track lair 
6,"This took them about a mile farther, when they arrived at a small thicket of thorns about an acre in extent.",take mile far arrive small thicket thorn acre extent 
7,"""Here he is, you see, Edward; let me now see if he is harbored.""",see let see harbor 
8,"They walked round the thicket, and could not find any slot or track by which the stag had left the covert, and Jacob pronounced that the animal must be hid in it.",walk thicket find slot track stag leave covert pronounce animal hide 
9,"""Now, Edward, do you stay here while I go back to the lee side of the covert: I will enter it with Smoker, and the stag will, in all probability, when he is roused, come out to breast the wind. You will then have a good shot at him; recollect to fire so as to hit him behind the shoulder: if he is moving quick, fire a little before the shoulders; if slow, take aim accurately; but recollect, if I come upon him in the covert, I shall kill him if I can, for we want the venison, and then we will go after another to give you a chance.""",stay go side covert enter stag probability rouse come breast wind have good shot recollect fire hit shoulder move fire little shoulder slow take aim recollect come covert kill want venison go give chance 
10,"Jacob then left Edward, and went down to the lee side of the covert, where he entered it with Smoker. Edward was stationed behind a thorn-bush, which grew a few yards clear of the covert, and he soon heard the creaking of the branches.",leave go side covert enter station thorn bush grow few yard clear covert hear creaking branch 
11,"A short time elapsed, and a fine stag came out at a trot; he turned his head, and was just bounding away when Edward fired, and the animal fell. Remembering the advice of Jacob, Edward remained where he was, in silence reloading his piece, and was soon afterward joined by Jacob and the dog.",short time elapse fine stag come trot turn head bound fire animal fall remember advice remain silence reload piece join dog 
12,"""Well done, Edward!"" said the forester, in a low voice; and, covering his forehead to keep off the glare of the sun, he looked earnestly at a high brake between some thorn-trees, about a half a mile to the windward. ""I think I see something there--look Edward, your eyes are younger than mine. Is that the branch of a tree in the fern, or is it not?""",do say forester low voice cover forehead keep glare sun look high brake thorn tree mile windward think see look eye young branch tree fern 
13,"""I see what you mean,"" replied Edward. ""It is not, it moves.""",see mean reply move 
14,"""I thought so, but my eyes are not so good as they once were. It's another stag, depend upon it; but how are we to get near him? We never can get across this patch of clear grass without being seen.""",think eye good stag depend get get patch clear grass see 
15,"""No, we can not get at him from this spot,"" replied Edward; ""but if we were to fall back to leeward, and gain the forest again, I think that there are thorns sufficient from the forest to where he lies, to creep from behind one to the other, so as to get a shot at him, don't you?""",get spot reply fall leeward gain forest think be thorn sufficient forest lie creep other get shot 
16,"""It will require care and patience to manage that; but I think it might be done. I will try it; it is my turn now, you know. You had better stay here with the dog, for only one can hide from thorn to thorn.""",require care patience manage think do try turn know have good stay dog hide thorn thorn 
17,"Jacob, ordering Smoker to remain, then set off. He had to make a circuit of three miles to get to the spot where the thorns extended from the forest, and Edward saw no more of him, although he strained his eyes, until the stag sprung out, and the gun was discharged. Edward perceived that the stag was not killed, but severely wounded, running toward the covert near which he was hid. ""Down, Smoker,"" said he, as he cocked his gun. The stag came within shot, and was coming nearer, when, seeing Edward, it turned. Edward fired, and then cheered on the dog, who sprung after the wounded animal, giving tongue, as he followed him. Edward, perceiving Jacob hastening toward him, waited for him.",order smoker remain set have make circuit mile get spot thorn extend forest see more strain eye stag spring gun discharge perceive stag kill wound run covert hide say cocked gun stag come shot come see turn fire cheer dog spring wound animal give tongue follow perceive hasten wait 
18,"""He's hard hit, Edward,"" cried Jacob, ""and Smoker will have him; but we must follow as fast as we can.""",hard hit cry have follow 
19,"They both caught up their guns and ran as fast as they could, when, as they entered the wood, they heard the dog at bay.",catch gun run enter wood hear dog bay 
20,"""We shan't have far to go, Edward; the animal is done up: Smoker has him at bay.""",have go animal do smoker have bay 
21,"They hastened on another quarter of a mile, when they found that the stag had fallen on his knees, and had been seized by the throat by Smoker.",hasten quarter mile find stag fall knee seize throat 
22,"""Mind, Edward, now, how I go up to him, for the wound from the horn of the deer is very dangerous.""",mind go wound horn deer dangerous 
