id,paragraph,tokens
1,CHAPTER XI. DUDU'S OLD STORY.,old story 
2,"          ""It was not a story, however,            But just of old days that had been.""                           CHILD NATURE.",story old day child nature 
3," It was queer, but so it was. The children said very little to each other the next day of their new adventures. Only Hugh felt satisfied that this time little Jeanne had forgotten nothing; daylight Jeanne and moonlight Jeanne were the same. Yet he had a feeling that if he said much about it, if he persisted in trying to convince Jeanne that he had been right all through, he might spoil it all. It would be like seizing the fairy lady's cobweb threads roughly, and spoiling them, and finding you had nothing left. He felt now quite content to let it all be like a pretty dream which they both knew about, but which was not for everyday life.",queer child say little other next day new adventure feel satisfied time little forget daylight same have feeling say much persist try convince right spoil seize fairy lady cobweb thread spoil find have leave feel content let pretty dream know everyday life 
4,"Only one impression remained on his mind. He got the greatest wish to learn to throw balls like the princess of the Brown Bull story, and for some days every time they went out, he kept peering in at the toy-shop windows to see if such a thing as golden balls was to be had. And at last Jeanne asked him what he was always looking for, and then he told her.",impression remain mind get great wish learn throw ball princess brown story day time go keep peer toy shop window see thing golden ball have last ask look tell 
5,"She agreed with him that golden balls would be a very pretty play, but she was afraid such a thing could not be found.",agree golden ball pretty play afraid thing find 
6,"""They were fairy balls, you know, Chéri,"" she said, gravely.",fairy ball know say 
7,"""Yes,"" Hugh replied, ""he knew they were; he did not expect such balls as they were, of course, but still he didn't see why they might not get some sort of gold-looking balls. There were red and blue, and green ones in plenty. He didn't see why there should be no gold ones.""",reply know expect such ball course see get sort gold look ball be red blue green one plenty see be gold one 
8,"""Gold is so very dear,"" said Jeanne.",gold dear say 
9,"""Yes, real gold is, of course,"" said Hugh; ""but there are lots of things that look like gold that can't be real gold--picture frames, and the edges of books, and lots of other things.""",real gold course say be lot thing look gold real gold picture frame edge book lot other thing 
10,"""Yes,"" said Jeanne, ""but still, I don't see that the stuff any of those are made of would do to make balls of.""",say see stuff make do make ball 
11,"However, she joined Hugh in the search, and many a day when they were out they peeped together not only into the toy-shops, but into the windows of the queer old curiosity shops, of which, in the ancient town which was Jeanne's home, there were many. And at last one day they told Marcelline what it was they were so anxious to find. She shook her head. There was no such toy in _this_ country, she said, but she did not laugh at them, or seem to think them silly. And she advised them to be content with the prettiest balls they _could_ get, which were of nice smooth buff-coloured leather, very well made, and neither too soft nor too hard. And in the sunlight, said Jeanne, they really had rather a shiny, goldy look.",join search many day peep toy shop window queer old curiosity shop ancient town home be many last day tell anxious find shake head be such toy country say laugh seem think silly advise content prettiest ball get nice smooth buff coloured leather make soft hard sunlight say have shiny goldy look 
12,"For several days to come these balls were a great interest to the children. Early and late they were practising at them, and, with patience and perseverance, they before long arrived at a good deal of skill. Jeanne was the quicker in the first place, but Hugh was so patient that he soon equalled her, and then the interest grew still greater.",several day come ball great interest child late practise patience perseverance arrive good deal skill quick first place patient equall interest grow great 
13,"""I really think, Chéri,"" said Jeanne, one evening, when they had been playing for a good while, ""I really think our balls are _getting_ to be rather like fairy ones. Every day they go better and better.""",think say evening play good while think ball _getting_ fairy one day go good good 
14,"""Perhaps it is our hands that are getting to be like fairy ones,"" said Hugh. ""But it is growing too dark to see to play any more.""",hand get fairy one say grow dark see play more 
15,"They were playing in the tapestry room, for Marcelline had told them they would have more space there, as it was large, and Hugh's little bed in the corner did not take up much room. It was getting dusk, for the days were not yet very long, though winter was almost over, and they had been playing a good while. As Hugh spoke he gave the last ball a final throw high up in the air, higher than usual, for though Jeanne sprang forward to catch it, she missed it somehow. It dropped to the ground behind her.",play tapestry room tell have more space large little bed corner take much room get dusk day long winter play good while speak give last ball final throw air high usual spring catch miss drop ground 
16,"""O Chéri!"" she cried, reproachfully, ""that is the first time I have missed. Oh dear, where can the ball have gone to?""",cry first time miss dear ball go 
17,"She stooped down to look for it, and in a minute Hugh was down beside her. They felt all about, creeping on their hands and knees, but the missing ball was not to be so easily found.",stoop look minute feel creep hand knee missing ball find 
18,['IS THIS A NEW PART OF THE HOUSE?'],new part 
19,"""It must have got behind the tapestry,"" said Hugh, pulling back as he spoke, a corner of the hangings close to where he and Jeanne were, which seemed loose. And at the same moment both children gave a little cry of astonishment. Instead of the bare wall which they expected to see, or to feel rather, behind the tapestry, a flight of steps met their view--a rather narrow flight of steps running straight upwards, without twisting or turning, and lighted from above by a curious hanging lamp, hanging by long chains from a roof high up, which they could not see.",get tapestry say pull speak corner hanging close seem loose same moment child give little cry astonishment bare wall expect see feel tapestry flight step meet view narrow flight step run twist turn light curious hanging lamp hang long chain roof see 
20,"""Why, is this a new part of the house?"" cried Hugh. ""Jeanne, did you know there were stairs behind the tapestry?""",new part house cry know be stair tapestry 
21,"""No, of course not,"" said Jeanne. ""It must be a part of our house, I suppose, but I never saw it before. Shall we go up, Chéri, and see where it takes us to? Perhaps it's another way to the white lady's turret, and she'll tell us another story.""",course say part house suppose see go see take way white lady turret tell story 
22,"""No,"" said Hugh, ""I don't believe it leads to her turret, and I don't think we could find our way there again. She seemed to mean we could never go again, I think. But we may as well go up this stair, and see what we do find, Jeanne.""",say believe lead turret think find way seem mean go think go stair see find 
23,"And just at that moment a funny thing happened. They heard a little noise, and looking up, there--hopping down the stair before them, step by step, as if some one had started it from the top, came the lost ball, or what the children thought the lost ball, for with an exclamation Hugh darted forward to pick it up, and held it out to Jeanne. But Jeanne looked at it with astonishment.",moment funny thing happen hear little noise look hopping stair step step one start top come lose ball child think lose ball exclamation dart pick hold look astonishment 
24,"""Why, Chéri,"" she cried, ""it's turned into gold.""",cry turn gold 
25,"So it was, or at least into something which looked just like it.",least look 
26,"""Chéri,"" Jeanne went on, her eyes dancing with excitement, ""I do believe this is another way into Fairyland, or into some other queer place like what we've seen. Come on, quick.""",go eye dance excitement believe way other queer place see come quick 
27,"The children seized hold of each other's hands, and hurried up the stair. The steps were easier to mount than those of the corkscrew staircase up to the white lady's turret, and very soon the children found themselves at the top of the first flight. There, looking upwards, they could see the roof. It was a sort of cupola; the chains from which the lamps hung were fastened to the centre, but the rest of the roof was of glass, and through it the children saw the sky, already quite dark, and with innumerable stars dotting its surface.",child seize hold other hand hurry stair step easy mount corkscrew staircase white lady turret child find top first flight look see roof sort cupola chain lamp hang fasten centre rest roof glass child see sky dark innumerable star dot surface 
28,"""Come on, Chéri,"" said Jeanne; ""I believe this stair leads out on to the roof of the house.""",come say believe stair lead roof house 
29,"So it did. A door at the top opened as they ran up the last steps, and a familiar figure stepped out.",door top open run last step familiar figure step 
30,"""Dudu!"" exclaimed Jeanne, in a tone of some disappointment.",exclaim tone disappointment 
31,"""Did you not expect to see me?"" said the raven. ""Why, I thought it would amuse you to come up here and see the stars.""",expect see say raven think amuse come see star 
32,"""So it will,"" said Hugh, anxious to make up for Jeanne's abruptness. ""But, you see, we thought--at least we hoped--we should find some new adventures up here, especially when the ball hopped down the stairs, all gold.""",say anxious make abruptness see think least hope find new adventure ball hopp stair gold 
33,"""What did you expect?"" said Dudu, cocking his head. ""Fairies, I suppose, or enchanted princesses, or something of that kind. What creatures children are for wonders, to be sure.""",expect say cock head fairy suppose enchant princess kind creature child wonder sure 
34,"""Now, Dudu,"" said Jeanne, ""you needn't talk that way. Whether we're fond of wonders or not, anyhow it's you that's given us them to be fond of. It was you that sent us to the frogs' country, and all that, and it was you that took us to hear the white lady's story. So you're not to laugh at us, and you must find us some more adventures, now you've brought us up here.""",say talk way fond wonder give fond send frog country take hear white lady story laugh find more adventure bring 
35,"""Adventures don't grow on every tree, Mademoiselle Jeanne,"" remarked Dudu.",adventure grow tree remark 
36,"""Well, _Dudus_ don't either,"" replied Jeanne; ""but as we've got _you_, you see, it all depends on you to get us the adventures. I know you can, if you like.""",reply get see depend get adventure know like 
37,Dudu shook his head.,shake head 
38,"""No,"" he said, ""there are many things I can't do. But come out on to the roof, we can talk there just as well.""",say be many thing do come roof talk 
39,"He just turned towards the door by which he had entered, and it opened of itself. He hopped through, and the children followed him. They found themselves, as Dudu had said, on the roof of the house, of a part of the house, that is to say. It seemed more like the roof of a little tower or turret.",turn door enter open hopp child follow find say roof house part house say seem roof little tower turret 
40,"Hugh and Jeanne stood for a moment or two in silence, looking up at the brilliant show of stars overhead. It was not cold, the air seemed peculiarly fresh and sweet, as if it were purer and finer than that lower down.",stand moment silence look brilliant show star cold air seem fresh sweet purer finer low 
41,"""It's rather nice up here, eh?"" said Dudu.",nice say 
42,"""Yes, very,"" replied Hugh. ""We're very much obliged to you for bringing us up here. Aren't we, Jeanne?""",reply oblige bring 
43,"""Yes,"" said Jeanne, ""not counting fairies and adventures that's to say, it's very nice up here.""",say count fairy adventure say nice 
44,"""I often come up here at night,"" said Dudu. ""I wonder how many thousand times I've been up here.""",come night say wonder many time 
45,"""Are you so very old, Dudu?"" said Jeanne, ""as old as the white lady?""",old say old white lady 
