id,paragraph,tokens
1,CHAPTER VIII. The Queen’s Croquet-Ground,ground 
2,"A large rose-tree stood near the entrance of the garden: the roses growing on it were white, but there were three gardeners at it, busily painting them red. Alice thought this a very curious thing, and she went nearer to watch them, and just as she came up to them she heard one of them say, ‘Look out now, Five! Don’t go splashing paint over me like that!’",large rose tree stand entrance garden rose grow white be gardener paint red think curious thing go watch come hear say look go splash paint 
3,"‘I couldn’t help it,’ said Five, in a sulky tone; ‘Seven jogged my elbow.’",help say sulky tone jogge elbow 
4,"On which Seven looked up and said, ‘That’s right, Five! Always lay the blame on others!’",look say right lay blame other 
5,‘YOU’D better not talk!’ said Five. ‘I heard the Queen say only yesterday you deserved to be beheaded!’,talk say hear say yesterday deserve behead 
6,‘What for?’ said the one who had spoken first.,say one speak 
7,"‘That’s none of YOUR business, Two!’ said Seven.",business say 
8,"‘Yes, it IS his business!’ said Five, ‘and I’ll tell him--it was for bringing the cook tulip-roots instead of onions.’",business say tell bring cook tulip root onion 
9,"Seven flung down his brush, and had just begun ‘Well, of all the unjust things--’ when his eye chanced to fall upon Alice, as she stood watching them, and he checked himself suddenly: the others looked round also, and all of them bowed low.",flung brush begin unjust thing eye chance fall stand watch check other look bow low 
10,"‘Would you tell me,’ said Alice, a little timidly, ‘why you are painting those roses?’",tell say little paint rose 
11,"Five and Seven said nothing, but looked at Two. Two began in a low voice, ‘Why the fact is, you see, Miss, this here ought to have been a RED rose-tree, and we put a white one in by mistake; and if the Queen was to find it out, we should all have our heads cut off, you know. So you see, Miss, we’re doing our best, afore she comes, to--’ At this moment Five, who had been anxiously looking across the garden, called out ‘The Queen! The Queen!’ and the three gardeners instantly threw themselves flat upon their faces. There was a sound of many footsteps, and Alice looked round, eager to see the Queen.",say look begin low voice fact see red rose tree put white one mistake find have head cut know see do good come moment look garden call gardener throw flat face be sound many footstep look eager see 
12,"First came ten soldiers carrying clubs; these were all shaped like the three gardeners, oblong and flat, with their hands and feet at the corners: next the ten courtiers; these were ornamented all over with diamonds, and walked two and two, as the soldiers did. After these came the royal children; there were ten of them, and the little dears came jumping merrily along hand in hand, in couples: they were all ornamented with hearts. Next came the guests, mostly Kings and Queens, and among them Alice recognised the White Rabbit: it was talking in a hurried nervous manner, smiling at everything that was said, and went by without noticing her. Then followed the Knave of Hearts, carrying the King’s crown on a crimson velvet cushion; and, last of all this grand procession, came THE KING AND QUEEN OF HEARTS.",come soldier carry club shape gardener oblong flat hand foot corner courtier ornament diamond walk soldier come royal child be little dear come jump hand hand couple ornament heart come guest recognise white talk hurry nervous manner smile say go notice follow carry crown crimson velvet cushion last grand procession come king queen hearts 
13,"Alice was rather doubtful whether she ought not to lie down on her face like the three gardeners, but she could not remember ever having heard of such a rule at processions; ‘and besides, what would be the use of a procession,’ thought she, ‘if people had all to lie down upon their faces, so that they couldn’t see it?’ So she stood still where she was, and waited.",doubtful lie face gardener remember hear rule procession use procession think person have lie face see stand wait 
14,"When the procession came opposite to Alice, they all stopped and looked at her, and the Queen said severely ‘Who is this?’ She said it to the Knave of Hearts, who only bowed and smiled in reply.",procession come stop look say say bow smile reply 
15,"‘Idiot!’ said the Queen, tossing her head impatiently; and, turning to Alice, she went on, ‘What’s your name, child?’",idiot say toss head turn go name child 
16,"‘My name is Alice, so please your Majesty,’ said Alice very politely; but she added, to herself, ‘Why, they’re only a pack of cards, after all. I needn’t be afraid of them!’",name say add pack card afraid 
17,"‘And who are THESE?’ said the Queen, pointing to the three gardeners who were lying round the rosetree; for, you see, as they were lying on their faces, and the pattern on their backs was the same as the rest of the pack, she could not tell whether they were gardeners, or soldiers, or courtiers, or three of her own children.",say point gardener lie rosetree see lie face pattern back same rest pack tell gardener soldier courtier own child 
18,"‘How should I know?’ said Alice, surprised at her own courage. ‘It’s no business of MINE.’",know say surprise own courage business 
