id,paragraph,tokens
1,CHAPTER IV. THE COUNTRY OF THE NODDING MANDARINS.,country nodding mandarin 
2,"     ""We're all nodding, nid-nid-nodding.""",nodd nid nid nodd 
3," _How_ she managed it she never knew; but, somehow or other, it _was_ managed. She seemed to slide up the chain just as easily as in a general way she would have slidden down, only without any disagreeable anticipation of a bump at the end of the journey. And when she got to the top how wonderfully different it looked from anything she could have expected! The doors stood open, and Griselda found them quite big enough, or herself quite small enough--which it was she couldn't tell, and as it was all a matter of fancy she decided not to trouble to inquire--to pass through quite comfortably.",manage know other manage seem slide chain general way slidd disagreeable anticipation bump end journey get top different look expect door stand open find big small tell matter fancy decide trouble inquire pass 
4,"And inside there was the most charming little snuggery imaginable. It was something like a saloon railway carriage--it seemed to be all lined and carpeted and everything, with rich mossy red velvet; there was a little round table in the middle and two arm-chairs, on one of which sat the cuckoo--""quite like other people,"" thought Griselda to herself--while the other, as he pointed out to Griselda by a little nod, was evidently intended for her.",charming little snuggery imaginable saloon railway carriage seem line carpet rich mossy red velvet be little round table middle arm chair sit cuckoo other person think other point little nod intend 
5,"""Thank you,"" said she, sitting down on the chair as she spoke.",thank say sit chair speak 
6,"""Are you comfortable?"" inquired the cuckoo.",comfortable inquire cuckoo 
7,"""Quite,"" replied Griselda, looking about her with great satisfaction. ""Are all cuckoo clocks like this when you get up inside them?"" she inquired. ""I can't think how there's room for this dear little place between the clock and the wall. Is it a hole cut out of the wall on purpose, cuckoo?""",reply look great satisfaction cuckoo clock get inquire think be room dear little place clock wall hole cut wall purpose cuckoo 
8,"""Hush!"" said the cuckoo, ""we've got other things to talk about. First, shall I lend you one of my mantles? You may feel cold.""",say cuckoo get other thing talk lend mantle feel cold 
9,"""I don't just now,"" replied Griselda; ""but perhaps I _might_.""",reply 
10,"She looked at her little bare feet as she spoke, and wondered why _they_ weren't cold, for it was very chilblainy weather.",look little bare foot speak wonder cold chilblainy weather 
11,"The cuckoo stood up, and with one of his claws reached from a corner where it was hanging a cloak which Griselda had not before noticed. For it was hanging wrong side out, and the lining was red velvet, very like what the sides of the little room were covered with, so it was no wonder she had not noticed it.",cuckoo stand claw reach corner hang cloak notice hang wrong side lining red velvet side little room cover wonder notice 
12,Had it been hanging the _right_ side out she must have done so; this side was so very wonderful!,hang _right_ side do side wonderful 
13,"It was all feathers--feathers of every shade and colour, but beautifully worked in, somehow, so as to lie quite smoothly and evenly, one colour melting away into another like those in a prism, so that you could hardly tell where one began and another ended.",feather feather shade colour work lie colour melt prism tell begin end 
14,"""What a _lovely_ cloak!"" said Griselda, wrapping it round her and feeling even more comfortable than before, as she watched the rays of the little lamp in the roof--I think I was forgetting to tell you that the cuckoo's boudoir was lighted by a dear little lamp set into the red velvet roof like a pearl in a ring--playing softly on the brilliant colours of the feather mantle.",_lovely_ cloak say wrap feel comfortable watch ray little lamp roof think forget tell cuckoo boudoir light dear little lamp set red velvet roof pearl ring play brilliant colour feather mantle 
15,"""It's better than lovely,"" said the cuckoo, ""as you shall see. Now, Griselda,"" he continued, in the tone of one coming to business--""now, Griselda, let us talk.""",good lovely say cuckoo see continue tone come business let talk 
16,"""We have been talking,"" said Griselda, ""ever so long. I am very comfortable. When you say 'let us talk' like that, it makes me forget all I wanted to say. Just let me sit still and say whatever comes into my head.""",talk say comfortable say let talk make forget want say let sit say come head 
17,"""That won't do,"" said the cuckoo; ""we must have a plan of action.""",do say cuckoo have plan action 
18,"""A what?"" said Griselda.",say 
19,"""You see you _have_ a great deal to learn,"" said the cuckoo triumphantly. ""You don't understand what I say.""",see _have great deal learn say cuckoo understand say 
20,"""But I didn't come up here to learn,"" said Griselda; ""I can do that down there;"" and she nodded her head in the direction of the ante-room table. ""I want to play.""",come learn say do nod head direction ante room table want play 
21,"""Just so,"" said the cuckoo; ""that's what I want to talk about. What do you call 'play'--blindman's-buff and that sort of thing?""",say cuckoo want talk call play buff sort thing 
22,"""No,"" said Griselda, considering. ""I'm getting rather too big for that kind of play. Besides, cuckoo, you and I alone couldn't have much fun at blindman's-buff; there'd be only me to catch you or you to catch me.""",say consider get big kind play cuckoo have much fun blindman buff be catch catch 
23,"""Oh, we could easily get more,"" said the cuckoo. ""The mandarins would be pleased to join.""",get more say cuckoo mandarin pleased join 
